,title,tconst
8612,Campfire Tales,tt0115813
8613,Book of Shadows: Blair Witch 2,tt0229260
8614,Something in the Dirt,tt14895716
8615,The Rite,tt1161864
8616,Wendell & Wild,tt5181830
8617,Exorcist II: The Heretic,tt0076009
8618,Boo! A Madea Halloween,tt5325452
8619,The Grudge 2,tt0433386
8620,6 Souls,tt1179069
8621,[REC] 4: Apocalypse,tt1649443
8622,The Innkeepers,tt1594562
8623,Demon Wind,tt0099401
8624,One Missed Call,tt0479968
8625,Nomads,tt0091647
8626,Bed Rest,tt4896168
8627,Amityville: The Awakening,tt1935897
8628,The Messengers,tt0425430
8629,The Offering,tt13103732
8630,It Lives Inside,tt15683734
8631,In the Earth,tt13429362
8632,Baba Yaga,tt0069753
8633,An American Haunting,tt0429573
8634,The Guardian,tt0099710
8635,Jessabelle,tt2300975
8636,Titanic 666,tt18394428
8637,Soul Survivors,tt0218619
8638,The Exorcism of God,tt10362566
8639,Prison,tt0095904
8640,Nanny,tt10931784
8641,Venus,tt15676664
8642,Boogeyman,tt0357507
8643,Amityville 3-D,tt0085159
8644,Demonic,tt1841642
8645,Asylum,tt0068230
8646,White Noise,tt0375210
8647,Pumpkinhead II: Blood Wings,tt0110913
8648,Dead Birds,tt0377749
8649,The Haunting in Connecticut 2: Ghosts of Georgia,tt1457765
8650,Mother of Tears,tt0804507
8651,The Mephisto Waltz,tt0067419
8652,The Darkness,tt1878841
8653,Spell,tt10736580
8654,Bless the Child,tt0163983
8655,Nightmare Cinema,tt7349910
8656,Forget Me Not,tt1147684
8657,The Manitou,tt0077904
8658,Shock,tt0075651
8659,Mine Games,tt1928337
8660,Intruders,tt1634121
8661,Blood from the Mummy's Tomb,tt0068290
8662,Matriarch,tt17202326
8663,Devil's Workshop,tt12444934
8664,Darkness,tt0273517
8665,Mary,tt5834854
8666,Spirit Halloween,tt11426228
8667,House of Dark Shadows,tt0065856
8668,The Eye,tt0325655
8669,The Vatican Tapes,tt1524575
8670,The Hazing,tt0366555
8671,Trapped Ashes,tt0478303
8672,The Atticus Institute,tt3280916
8673,The Last Exorcism Part II,tt2034139
8674,The Sect,tt0100581
8675,Incarnate,tt3216348
8676,The Vigil,tt10793644
8677,Spellbinder,tt0096152
8678,Deer Camp '86,tt22184520
8679,The Legend of La Llorona,tt7267498
8680,Gate 2: The Trespassers,tt0099636
8681,Dream Demon,tt0095063
8682,Lost Souls,tt0160484
8683,They,tt0283632
8684,Madhouse,tt0363276
8685,Solstice,tt0473267
8686,Row 19,tt12036270
8687,The Outing,tt0091707
8688,Manhattan Baby,tt0084298
8689,Raaz 3,tt2140315
8690,Dreamkatcher,tt10553210
8691,Witchtrap,tt0098662
8692,The Return,tt0433442
8693,The Ghost Galleon,tt0071256
8694,From a Whisper to a Scream,tt0091671
8695,Playback,tt1682940
8696,Lovely Molly,tt1707392
8697,Headless Horseman,tt1046930
8698,Baron Blood,tt0069048
8699,Stephanie,tt3829378
8700,Bedeviled,tt4998772
8701,Amulet,tt8332802
8702,In a Dark Place,tt0460435
8703,Abattoir,tt1480285
8704,The Vampire Doll,tt0066600
8705,Long Time Dead,tt0251806
8706,Summoning Sylvia,tt14443888
8707,Island of the Dead,tt0157836
8708,Nothing Left to Fear,tt1662293
8709,Inkubus,tt1650537
8710,Devil's Prey,tt0245866
8711,The Harbinger,tt13610158
8712,The Harbinger,tt7440124
8713,Apartment 1303 3D,tt1540767
8714,The Roost,tt0387549
8715,The Influence,tt4008566
8716,A Resurrection,tt1817276
8717,Left for Dead,tt0918645
8718,Mayday,tt6977470
8719,Clown Motel: Spirits Arise,tt6255230
8720,Halloween Party,tt6250650
8721,White: The Melody of the Curse,tt1984177
8722,Zombie Nation,tt0463392
8723,Isabelle,tt6098380
8724,The Locals,tt0387357
8725,Knucklebones,tt3204254
8726,Killer Pad,tt0787485
8727,Darker Than Night,tt3450116
8728,Fading of the Cries,tt1262406
8729,Fear(s) of the Dark,tt0792986
8730,Asylum of Fear,tt3289080
8731,Spirit Trap,tt0419160
8732,The Ferryman,tt0808265
8733,Realms,tt1934452
8734,Cassadaga,tt1747967
8735,Neron,tt2268018
8736,The Inhabitants,tt3919598
8737,Nightmare,tt0269266
8738,The Speak,tt1656197
8739,Triangle,tt1187064
8740,Fall,tt15325794
8741,Beast,tt11301946
8742,Beast,tt13223398
8743,Cast Away,tt0162222
8744,Apollo 13,tt0112384
8745,Lord of the Flies,tt0100054
8746,47 Meters Down,tt2932536
8747,Nowhere,tt15789472
8748,The Edge,tt0119051
8749,The Grey,tt1601913
8750,Something in the Water,tt22863968
8751,Arctic,tt6820256
8752,The Mountain Between Us,tt2226597
8753,Eight Below,tt0397313
8754,The Adventures of Milo and Otis,tt0097050
8755,Land,tt10265034
8756,Night of the Living Dead,tt0100258
8757,Backcountry,tt2944198
8758,Swept Away,tt0073817
8759,The Island,tt0080934
8760,Shipwrecked,tt0099816
8761,Far from Home: The Adventures of Yellow Dog,tt0113028
8762,Man in the Wilderness,tt0067388
8763,The Last Flight of Noah's Ark,tt0081031
8764,Figures in a Landscape,tt0065720
8765,Crusoe,tt0094923
8766,Mississippi Burning,tt0095647
8767,Incendies,tt1255953
8768,Vivarium,tt8368406
8769,The Killing of a Sacred Deer,tt5715874
8770,The Maze Runner,tt1790864
8771,Bad Times at the El Royale,tt6628394
8772,The Conjuring: The Devil Made Me Do It,tt7069210
8773,Murder on the Orient Express,tt0071877
8774,The Blackcoat's Daughter,tt3286052
8775,1922,tt6214928
8776,A Tale of Two Sisters,tt0365376
8777,Frantic,tt0095174
8778,The Mirror Crack'd,tt0081163
8779,Gone in the Night,tt15426294
8780,Eyes of Laura Mars,tt0077530
8781,Twixt,tt1756851
8782,Hunter Hunter,tt2226162
8783,End of the Road,tt13655328
8784,And Soon the Darkness,tt0065398
8785,The Lost Leonardo,tt11225756
8786,The Caller,tt0097007
8787,Cold Heaven,tt0103982
8788,Mr. Six,tt4701702
8789,Robin Hood: Prince of Thieves,tt0102798
8790,The Three Musketeers,tt0108333
8791,The Three Musketeers,tt1509767
8792,Robin Hood,tt0070608
8793,The Golden Voyage of Sinbad,tt0071569
8794,The Three Musketeers,tt0072281
8795,The Pirate Movie,tt0084504
8796,Sinbad and the Eye of the Tiger,tt0076716
8797,The Musketeer,tt0246544
8798,Sword of the Valiant,tt0084750
8799,Treasure Island,tt0069229
8800,The Return of the Musketeers,tt0098194
8801,Nate and Hayes,tt0085994
8802,Pippi in the South Seas,tt0066227
8803,God Loves Caviar,tt2181959
8804,The Pirates Who Don't Do Anything,tt0475998
8805,Revenge of the Musketeers,tt0109798
8806,Pirates of Treasure Island,tt0811011
8807,Treasure Island. Captain Flint's Map,tt0122227
8808,Clash of the Titans,tt0082186
8809,Hercules,tt1267297
8810,Conan the Barbarian,tt0816462
8811,DragonHeart,tt0116136
8812,Outlander,tt0462465
8813,Wrath of the Titans,tt1646987
8814,Centurion,tt1020558
8815,The Legend of Hercules,tt1043726
8816,Boudica: Queen of War,tt22688572
8817,The Eagle,tt1034389
8818,The Barbarians,tt0092615
8819,Harry Potter and the Goblet of Fire,tt0330373
8820,Harry Potter and the Prisoner of Azkaban,tt0304141
8821,Harry Potter and the Chamber of Secrets,tt0295297
8822,Fantastic Beasts: The Crimes of Grindelwald,tt4123430
8823,The Secret of Moonacre,tt0396707
8824,Mirror Mirror,tt1667353
8825,The Beastmaster,tt0083630
8826,Red Sonja,tt0089893
8827,Hercules,tt0085672
8828,Deathstalker II: Duel of the Titans,tt0092860
8829,The Perils of Gwendoline in the Land of the Yik Yak,tt0087903
8830,Kull the Conqueror,tt0119484
8831,Hawk the Slayer,tt0080846
8832,Erik the Viking,tt0097289
8833,The Dungeonmaster,tt0089060
8834,The Warrior and the Sorceress,tt0088379
8835,The Adventures of Hercules,tt0089271
8836,Yor: The Hunter from the Future,tt0084935
8837,Deathstalker IV: Match of Titans,tt0099388
8838,Deathstalker and the Warriors from Hell,tt0097174
8839,Ator: The Fighting Eagle,tt0085183
8840,The Blade Master,tt0086972
8841,Iron Warrior,tt0093276
8842,The Seven Deadly Sins: Cursed by Light,tt13884144
8843,Harry Potter and the Order of the Phoenix,tt0373889
8844,The Mortal Instruments: City of Bones,tt1538403
8845,Percy Jackson: Sea of Monsters,tt1854564
8846,Young Sherlock Holmes,tt0090357
8847,Jem and the Holograms,tt3614530
8848,Lovewrecked,tt0409011
8849,See You Yesterday,tt8743064
8850,Ice Princess,tt0396652
8851,Pitch Perfect,tt1981677
8852,Fast Times at Ridgemont High,tt0083929
8853,Bring It On,tt0204946
8854,The Mighty Ducks,tt0104868
8855,Project X,tt1636826
8856,Just One of the Guys,tt0089393
8857,Aquamarine,tt0429591
8858,The Kissing Booth,tt3799232
8859,Real Genius,tt0089886
8860,Mystic Pizza,tt0095690
8861,The Lizzie McGuire Movie,tt0306841
8862,The House Bunny,tt0852713
8863,The DUFF,tt1666801
8864,Detroit Rock City,tt0165710
8865,Submarine,tt1440292
8866,Accepted,tt0384793
8867,The Sure Thing,tt0090103
8868,Snow Day,tt0184907
8869,Pitch Perfect 3,tt4765284
8870,The 4:30 Movie,tt28658276
8871,License to Drive,tt0095519
8872,Orange County,tt0273923
8873,Confessions of a Teenage Drama Queen,tt0361467
8874,Pump Up the Volume,tt0100436
8875,ATL,tt0466856
8876,Crush,tt15096128
8877,Bratz,tt0804452
8878,Soul Man,tt0091991
8879,The Perfect Score,tt0314498
8880,To All the Boys: Always and Forever,tt10676012
8881,The Kissing Booth 3,tt12783454
8882,National Lampoon's Senior Trip,tt0113936
8883,Honor Society,tt16491324
8884,The Last Summer,tt7957694
8885,Drillbit Taylor,tt0817538
8886,Slaughterhouse Rulez,tt6905696
8887,Prom Pact,tt17321230
8888,Sorority Boys,tt0279781
8889,Love Don't Cost a Thing,tt0337592
8890,School Spirit,tt0089974
8891,The Flamingo Kid,tt0087265
8892,Angus,tt0112368
8893,My Best Friend Is a Vampire,tt0095684
8894,Under the Riccione Sun,tt10941528
8895,Dear Lemon Lima,tt1242423
8896,Virtual Sexuality,tt0164221
8897,Book of Love,tt0099166
8898,Better Nate Than Ever,tt14696284
8899,1UP,tt13487922
8900,Mystery Date,tt0102500
8901,The Family Tree,tt1175713
8902,Adventures in Public School,tt3364264
8903,Rumspringa,tt19352286
8904,Die Wilden Kerle 3,tt0764283
8905,Seoul Searching,tt2566644
8906,The Twilight Saga: Breaking Dawn - Part 2,tt1673434
8907,A Walk to Remember,tt0281358
8908,Bully,tt0242193
8909,Close,tt9660502
8910,That Thing You Do!,tt0117887
8911,The Tearsmith,tt29114029
8912,Palmer,tt6857376
8913,Some Kind of Wonderful,tt0094006
8914,After We Fell,tt13069986
8915,Endless Love,tt2318092
8916,Cruel Intentions 2,tt0196267
8917,Cuties,tt9196192
8918,Belle,tt13651628
8919,Cruel Intentions 3,tt0391891
8920,Along for the Ride,tt14506528
8921,"Grandview, U.S.A.",tt0087359
8922,Dangerous Liaisons,tt15548032
8923,Heartstone,tt4613254
8924,Royalteen,tt15022184
8925,Teenage Kicks,tt2375589
8926,Don't Make Me Go,tt2597804
8927,The Student,tt4874206
8928,At First Light,tt5994166
8929,Fanfic,tt27612422
8930,Walking the Halls,tt2047910
8931,The Boy She Met Online,tt1536536
8932,Hunted,tt2256811
8933,Rainbow,tt14722598
8934,On the Ice,tt1663660
8935,Fallen,tt1564777
8936,Chupa,tt14923260
8937,Teen Wolf Too,tt0094118
8938,The Lost Medallion: The Adventures of Billy Stone,tt1390539
8939,Return to Nim's Island,tt2221648
8940,The Amazing Mr. Blunden,tt0068200
8941,Cuckoo,tt12349832
8942,MadS,tt28821371
8943,Disturbing Behavior,tt0134619
8944,Fright Night,tt1438176
8945,Look Away,tt5834760
8946,Scary Stories to Tell in the Dark,tt3387520
8947,47 Meters Down: Uncaged,tt7329656
8948,Flatliners,tt2039338
8949,Thesis,tt0117883
8950,The Rage: Carrie 2,tt0144814
8951,Deadly Friend,tt0090917
8952,Gutterballs,tt1087853
8953,Wind Chill,tt0486051
8954,My Best Friend's Exorcism,tt7830806
8955,Decoys,tt0357585
8956,Unhuman,tt17221298
8957,Evils of the Night,tt0089109
8958,Exeter,tt1945044
8959,Recovery,tt3685668
8960,The Mine,tt1329404
8961,Axed,tt1582198
8962,Lost Things,tt0366726
8963,The Best of Me,tt1972779
8964,LOL,tt1592873
8965,Weathering with You,tt9426210
8966,Lost and Delirious,tt0245238
8967,Maladolescenza,tt0076749
8968,High School Musical 3: Senior Year,tt0962726
8969,My Girl 2,tt0110613
8970,Heaven Help Us,tt0089264
8971,"Everything, Everything",tt5001718
8972,Wolves,tt1403241
8973,Keith,tt0435679
8974,Shag,tt0098300
8975,Flirting,tt0101898
8976,Very Good Girls,tt1931602
8977,A Love Story,tt0065955
8978,Hiding Out,tt0093186
8979,Meatballs III: Summer Job,tt0093516
8980,Haunt,tt2386278
8981,Jeremy,tt0070238
8982,Lemon Popsicle,tt0079118
8983,Normal Adolescent Behavior,tt0790721
8984,She Gets What She Wants,tt0187512
8985,Girl Picture,tt13328800
8986,1 Night,tt4126694
8987,Zebrahead,tt0105885
8988,16-Love,tt1663673
8989,Colossal Youth,tt3295734
8990,Lovers,tt9800670
8991,Caddo Lake,tt15552142
8992,Tenet,tt6723592
8993,The Butterfly Effect,tt0289879
8994,Predestination,tt2397535
8995,Hot Tub Time Machine,tt1231587
8996,Source Code,tt0945513
8997,Next,tt0435705
8998,The Adam Project,tt2463208
8999,Primer,tt0390384
9000,Deja Vu,tt0453467
9001,Star Trek: First Contact,tt0117731
9002,Synchronic,tt9016974
9003,The Time Traveler's Wife,tt0452694
9004,Forever Young,tt0104291
9005,Timecrimes,tt0480669
9006,Timeline,tt0300556
9007,Project Almanac,tt2436386
9008,The Philadelphia Experiment,tt0087910
9009,Trancers,tt0090192
9010,Clockstoppers,tt0157472
9011,Aporia,tt8511466
9012,Enter Nowhere,tt1631707
9013,Beastmaster 2: Through the Portal of Time,tt0101412
9014,Time Changer,tt0295725
9015,Timerider: The Adventure of Lyle Swann,tt0086443
9016,Crusade in Jeans,tt0381111
9017,Maanaadu,tt4983780
9018,Idaho Transfer,tt0071647
9019,Crash,tt0375679
9020,The Lovely Bones,tt0380510
9021,One Day,tt1563738
9022,Remember Me,tt1403981
9023,Climax,tt8359848
9024,Man on Fire,tt0328107
9025,The Grifters,tt0099703
9026,Freedom Writers,tt0463998
9027,Amores Perros,tt0245712
9028,The Hours,tt0274558
9029,Coriolanus,tt1372686
9030,Alpha Dog,tt0426883
9031,We Need to Talk About Kevin,tt1242460
9032,Marrowbone,tt5886440
9033,The Room,tt0368226
9034,Sophie's Choice,tt0084707
9035,Jackie,tt1619029
9036,Sound of Metal,tt5363618
9037,What Dreams May Come,tt0120889
9038,Seven Pounds,tt0814314
9039,Of Mice and Men,tt0105046
9040,Endless Love,tt0082329
9041,The Great Gatsby,tt0071577
9042,Rabbit Hole,tt0935075
9043,21 Grams,tt0315733
9044,State of Grace,tt0100685
9045,Elle,tt3716530
9046,In the Realm of the Senses,tt0074102
9047,Ida,tt2718492
9048,Another Earth,tt1549572
9049,Wake in Fright,tt0067541
9050,In the Bedroom,tt0247425
9051,Amour,tt1602620
9052,Once Were Warriors,tt0110729
9053,The Sweet Hereafter,tt0120255
9054,O,tt0184791
9055,House of Sand and Fog,tt0315983
9056,Spoiler Alert,tt7775720
9057,Treasure,tt9462944
9058,Goodnight Mommy,tt3086442
9059,A Mouthful of Air,tt10925852
9060,The War Zone,tt0141974
9061,Belladonna of Sadness,tt0071203
9062,Hypnotic,tt12383460
9063,Infinite Storm,tt14060232
9064,Our Friend,tt9608818
9065,Pixote,tt0082912
9066,In a Better World,tt1340107
9067,The Man from Snowy River,tt0084296
9068,Mona Lisa,tt0091538
9069,Macbeth,tt0067372
9070,Lenny,tt0071746
9071,The Believer,tt0247199
9072,Autumn Sonata,tt0077711
9073,Othello,tt0114057
9074,The Shadow in My Eye,tt9170516
9075,Blue Bayou,tt11121664
9076,The Starling,tt5164438
9077,Savage Streets,tt0088044
9078,Gleaming the Cube,tt0097438
9079,Across 110th Street,tt0068168
9080,Hoodlum,tt0119311
9081,The Shipping News,tt0120824
9082,Loveless,tt6304162
9083,7500,tt6436726
9084,Antitrust,tt0218817
9085,Mikey and Nicky,tt0074901
9086,Veronica Guerin,tt0312549
9087,"Two Days, One Night",tt2737050
9088,The Night Flier,tt0119784
9089,Wendy and Lucy,tt1152850
9090,The Hindenburg,tt0073113
9091,The Great White Hope,tt0065797
9092,Patrick,tt0078067
9093,Bird,tt0094747
9094,Bobby Deerfield,tt0075774
9095,On a Wing and a Prayer,tt13929998
9096,F.I.S.T.,tt0077531
9097,Ju Dou,tt0099902
9098,Wake of Death,tt0367478
9099,Mad City,tt0119592
9100,The Iceman Cometh,tt0070212
9101,Kaabil,tt5460276
9102,A Quiet Passion,tt2392830
9103,The Border,tt0083678
9104,Edward II,tt0101798
9105,Personal Effects,tt1138489
9106,Racer and the Jailbird,tt2586120
9107,The Honeymoon Killers,tt0064437
9108,The Butcher,tt0064106
9109,Skins,tt0284494
9110,The Heart of Me,tt0301390
9111,Futuro Beach,tt2199543
9112,King Lear,tt0064553
9113,The Velocity of Gary,tt0120878
9114,Saturn in Opposition,tt0890885
9115,Donovan's Echo,tt1743922
9116,Jupiter's Moon,tt5842890
9117,A Walk in the Spring Rain,tt0066542
9118,The Notebook,tt2324384
9119,City of Angels,tt0120632
9120,Queen & Slim,tt8722346
9121,The Sleeping Dictionary,tt0242888
9122,All My Life,tt8305852
9123,Julieta,tt4326444
9124,We Don't Live Here Anymore,tt0361309
9125,The Last Manhunt,tt11399896
9126,Bounce,tt0186894
9127,Forever Lulu,tt0196723
9128,Miles Ahead,tt0790770
9129,The Woman Next Door,tt0082370
9130,Coming Home,tt3125472
9131,Battle of the Brave,tt0386669
9132,After the Rain,tt0181960
9133,Chicago,tt0299658
9134,Lord of War,tt0399295
9135,Badlands,tt0069762
9136,Skin,tt6043142
9137,Kill the Irishman,tt1416801
9138,21,tt0478087
9139,Lawless,tt1212450
9140,The Good Nurse,tt4273800
9141,Lilya 4-Ever,tt0300140
9142,Papillon,tt5093026
9143,Child 44,tt1014763
9144,Compliance,tt1971352
9145,Snowden,tt3774114
9146,Midnight in the Garden of Good and Evil,tt0119668
9147,Two for the Money,tt0417217
9148,Bandit,tt9853500
9149,Walking Tall,tt0351977
9150,Big Eyes,tt1126590
9151,Where the Truth Lies,tt0373450
9152,Deliver Us from Evil,tt2377322
9153,Fruitvale Station,tt2334649
9154,Get Rich or Die Tryin',tt0430308
9155,Paid in Full,tt0259484
9156,Lizzie,tt5160938
9157,Killer Elite,tt1448755
9158,Capone,tt6199572
9159,All Good Things,tt1175709
9160,Wonderland,tt0335563
9161,Find Me Guilty,tt0419749
9162,In the Valley of Elah,tt0478134
9163,Walking Tall,tt0070895
9164,Abducted in Plain Sight,tt3444312
9165,Dance with a Stranger,tt0088987
9166,Rise of the Footsoldier,tt0901507
9167,American Pastoral,tt0376479
9168,What Jennifer Did,tt31747163
9169,True History of the Kelly Gang,tt4844140
9170,Lost Girls,tt3111426
9171,True Story,tt2273657
9172,I Love You Phillip Morris,tt1045772
9173,"Argentina, 1985",tt15301048
9174,The Onion Field,tt0079668
9175,Charlie Says,tt1759744
9176,The Whistleblower,tt0896872
9177,The Fifth Estate,tt1837703
9178,Gotti,tt1801552
9179,Girl in the Picture,tt21059520
9180,Empire State,tt2171867
9181,Machine Gun Preacher,tt1586752
9182,Kill the Messenger,tt1216491
9183,American Animals,tt6212478
9184,Bad Genius,tt6788942
9185,Regression,tt3319920
9186,The Falcon and the Snowman,tt0087231
9187,The Baader Meinhof Complex,tt0765432
9188,Conviction,tt1244754
9189,Lover Stalker Killer,tt30852970
9190,Sardar Udham,tt10280296
9191,The Tinder Swindler,tt14992922
9192,Normal Life,tt0117202
9193,Primeval,tt0772193
9194,Ned Kelly,tt0277941
9195,A Call to Spy,tt7698468
9196,The Cat's Meow,tt0266391
9197,Pierrepoint: The Last Hangman,tt0462477
9198,Gangubai Kathiawadi,tt10083340
9199,Auto Focus,tt0298744
9200,Owning Mahowny,tt0285861
9201,Middle Men,tt1251757
9202,The Counterfeiters,tt0813547
9203,Army of One,tt4382824
9204,Bad Country,tt2350892
9205,Wasp Network,tt6760876
9206,The Weight of Water,tt0210382
9207,In Her Skin,tt0995851
9208,Eden,tt1734433
9209,The Krays,tt0099951
9210,Biggest Heist Ever,tt18224682
9211,Bad Ass,tt1928330
9212,Bordertown,tt0445935
9213,The Traitor,tt7736478
9214,Better Luck Tomorrow,tt0280477
9215,The Alphabet Killer,tt0818165
9216,Lonely Hearts,tt0441774
9217,Captive,tt3268668
9218,The Connection,tt2935564
9219,City by the Sea,tt0269095
9220,10th & Wolf,tt0360323
9221,I Am All Girls,tt9013182
9222,Ted K,tt8128276
9223,Flag Day,tt2304637
9224,The Zodiac,tt0371739
9225,Essex Boys,tt0191996
9226,The Valachi Papers,tt0068341
9227,Operation Odessa,tt7983794
9228,Kings,tt5843850
9229,Rob the Mob,tt2481480
9230,Kidnapping Mr. Heineken,tt2917388
9231,In Too Deep,tt0160401
9232,Into the Deep,tt11394296
9233,Redacted,tt0937237
9234,The Clinic,tt1345772
9235,American Murderer,tt13603778
9236,Capone,tt0072761
9237,The Manson Family,tt0118840
9238,The Devil on Trial,tt28810493
9239,Stone of Destiny,tt1037156
9240,Fifty Dead Men Walking,tt1097643
9241,The Clan,tt4411504
9242,Missing: The Lucie Blackman Case,tt19113292
9243,Our Father,tt19704638
9244,Crime Story,tt0108656
9245,Les Lyonnais,tt1741542
9246,Orgasm Inc: The Story of OneTaste,tt22900124
9247,The Boys,tt0139898
9248,Beware the Slenderman,tt5329376
9249,Stuck,tt0758786
9250,Hell Camp: Teen Nightmare,tt30225680
9251,The Murder of Nicole Brown Simpson,tt8415352
9252,Bomb City,tt4351548
9253,Neruda,tt4698584
9254,Aileen: Life and Death of a Serial Killer,tt0364930
9255,The Hillside Strangler,tt0376649
9256,The Gray Man,tt0478329
9257,The Assassination of Richard Nixon,tt0364961
9258,Ned Kelly,tt0066130
9259,This Place Rules,tt23950956
9260,The Preppie Connection,tt2654572
