title,year
Hundeöl,1988
Hôtel Terminus,1988
I Love N.Y.,1987
I Want to Get Even,1987
Shadow of the Raven,1988
I'm Gonna Git You Sucka,1988
Iacob,1988
Iced,1989
Luonnon kätköissä,1963
Iguana,1988
Ihr werdet uns nie verstehen,1988
Ikidomari no Banka: Break Out,1988
Illegally Yours,1988
Imagen latente,1987
Imagine: John Lennon,1988
Immortable,1988
The in Crowd,1988
In Dangerous Company,1988
In a Shallow Grave,1988
Der Indianer,1988
Indischer Frieden in Sri Lanka,1988
Ingen kan älska som vi,1988
Inocencia mortal,1988
Inteqam,1988
Intimacy,1988
Intruder,1989
Inuksuk,1988
The Invisible Kid,1988
Iron Eagle II,1988
Istoriya odnoy bilyardnoy komandi.,1988
It Takes Two,1988
It's Impossible to Learn to Plow by Reading Books,1988
Itinerary of a Spoiled Child,1988
Jack's Back,1988
Jakarta,1988
Jenseits von Blau,1989
Jericho,1991
Chicken and Duck Talk,1988
Keep on Dancing,1988
Hero of Tomorrow,1988
Jiang shi zhuo yao,1988
The Jigsaw Murders,1989
Carry on Hotel,1988
Police Story 2,1988
The Romancing Star 2,1988
Starry is the Night,1988
Joan of Arc of Mongolia,1989
"Johannes Koller - Mein schönes, böses, altes Haus",1988
"John Huston: The Man, the Movies, the Maverick",1988
Johnny Be Good,1988
Josef Hauser - Klang und Raum,1988
Josef Wais,1988
Journey to Spirit Island,1990
Judgement Day,1988
Judgment in Berlin,1988
Die Jungfrauenmaschine,1988
Jungfruresan,1988
Just Ask for Diamond,1988
The Jut-Nuts I,1988
Jesus Christ's Horoscope,1989
Stones of Death,1988
Kalamazoo,1988
Kalte Sonne,1989
Kamarád do deste,1988
Love Bites Back,1988
Kansas,1988
Kasam,1988
Kaspar,1988
Katy Meets the Aliens,1988
Kaun Jeeta Kaun Haara,1987
The Summer of Aviya,1988
Kein Liebeslied an österreich,1988
Kemek,1970
Kennywood Memories,1988
Keys to Freedom,1988
Off-Limits,1988
Khatron Ke Khiladi,1988
The Cold Summer of 1953,1988
Kikuchi Eri: kyonyû-zeme,1988
Killer Klowns from Outer Space,1988
A Killing Affair,1985
Killing Blue,1988
Kimagure Orange Road: I Want to Return to That Day,1988
King of Chess,1991
King Size,1988
The Kiss,1988
Klassezämekunft,1988
Curse of Snakes Valley,1988
Kolory kochania,1988
Komposition für 5 Tonprojektoren,1988
Koniec sezonu na lody,1988
"A Hoof Here, a Hoof There",1989
Kornblumenblau,1989
Korshuny dobychey ne delyatsya,1989
A Short Film About Love,1988
A Short Film About Killing,1988
King of Stanley Market,1998
A Little Doll,1988
Muscle,1989
The Moonlight Sonata,1988
Damnation,1988
Küldetés Evianba,1988
L.A. Crackdown,1987
L.A. Crackdown II,1988
Labedzi spiew,1988
Ladder of Swords,1989
Lady Ghost and the Cannibal Girl,1988
Lady Terminator,1989
Lady in White,1988
Laibach: Pobeda pod suncem,1988
The Lair of the White Worm,1988
The Land Before Time,1988
"Land der Väter, Land der Söhne",1988
Tiger on Beat,1988
Last Man Standing,1987
Last Platoon,1988
The Last Pullman Car,1983
Last Rites,1988
The Last Temptation of Christ,1988
The Last Wild Salmon,1988
The Lawless Land,1988
The Reader,1988
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,1988
The Legend of the Holy Drinker,1988
Let's Get Lost,1988
Lethal Pursuit,1988
License to Drive,1988
Walk on Fire,1988
Liebe,1988
Lifted,1988
Gandahar,1987
Line 1,1988
Le lit,1982
Little Dorrit,1987
Little Nikita,1988
Last Romance,1988
Livsfarlig film,1988
Autumn Rain,1989
Loco veneno,1989
Lone Wolf,1988
The Criminal Hunter,1988
Dragon Fight,1989
The Dragon Family,1988
Looking for Langston,1989
The Lords of Magick,1989
Lost in Amsterdam,1989
Love & Die,1988
"Lovers, Partners & Spies",1988
Lights and Shadows,1988
Lucky Stiff,1988
Lurkers,1987
El Lute II: Tomorrow I'll Be Free,1988
Mac and Me,1988
Macao oder die Rückseite des Meeres,1988
Macho Dancer,1988
Mad About You,1988
Madame Sousatzka,1988
Made in U.S.A.,1987
La maison assassinée,1988
La maison de jade,1988
La maison de Jeanne,1988
Malaventura,1988
Little Vera,1988
Mangeuses d'hommes,1988
Man spricht deutsh,1988
Mandragora,1988
Mangala Thegga,1988
Mangeclous,1988
Maniac Cop,1988
"Manika, une vie plus tard",1989
Mannigan's Force,1988
Manöver,1988
Mapantsula,1988
Mario Botta - senza luce - nessuno spazio,1988
Married to the Mob,1988
Martha Jellneck,1988
"Martha, Ruth & Edie",1988
A Taxing Woman's Return,1988
La maschera,1988
Masquerade,1988
Matar Saudades,1988
Matar al Nani,1988
Matinee,1989
The Music Teacher,1988
Meet the Hollowheads,1989
Memorial Valley Massacre,1988
Memories of Me,1988
The Beggars,1987
Bless This House,1988
The Haunted Cop Shop II,1988
My Dream Is Yours,1988
Mensagem,1988
"Mensch, mein Papa...!",1988
Menya zovut Arlekino,1988
Meomsa,1988
Merchants of War,1989
La méridienne,1988
Messenger of Death,1988
Mestizo,1988
Midnight Crossing,1988
Midnight Movie Massacre,1988
Midnight Run,1988
Before the Bat's Flight Is Done,1989
Mignon Has Come to Stay,1988
The Microscope,1988
The Milagro Beanfield War,1988
Miles from Home,1988
Cyber Ninja,1988
Miss Caribe,1988
Miss Right,1982
Missing Link,1988
Mississippi Burning,1988
The Moderns,1988
Die Mohrenlegende,1988
My Friend the Traitor,1988
Monkey Shines,1988
Moon Over Parador,1988
Moonwalker,1988
Morgan's Cake,1989
The Moromete Family,1987
Those Whom Death Refused,1988
Mortuary Academy,1988
Moving,1988
Mr. North,1988
Mr. Universe,1988
La mujer ajena,1988
Mujer de fuego,1989
Women on the Verge of a Nervous Breakdown,1988
A Mulher do Próximo,1988
Murder One,1988
Maxie,1973
It's Murphy's Fault,1988
Mutters Maske,1988
Muzica e viata mea,1988
My Best Friend Is a Vampire,1987
My Stepmother Is an Alien,1988
Mystic Pizza,1988
Música nocturna,1988
NOe-Donaufestival Animationsfilm,1988
Na ojczystej ziemi,1988
Nabuli,1988
Off Season,1988
Nadie nada nunca,1988
Nahr Al-Khawf,1988
The Naked Gun: From the Files of Police Squad!,1988
Nan bei ma da,1988
The Navigator: A Medieval Odyssey,1988
Let Sleeping Cops Lie,1988
Nebojsa,1989
Alice,1988
Necromancer,1988
Un negro con un saxo,1989
Ya bon les blancs,1988
The Nest,1987
Never Say Die,1988
Never on Tuesday,1988
The New Gladiators,1988
A New Life,1988
The Spider Labyrinth,1988
The Tribulations of Balthazar Kober,1988
The Night Before,1988
Night of the Kickfighters,1988
Night Wars,1988
A Night in Havana: Dizzy Gillespie in Cuba,1988
A Night in the Life of Jimmy Reardon,1988
Nightfall,1988
Nightmare Beach,1989
A Nightmare on Elm Street 4: The Dream Master,1988
Niiwam,1988
Nincompoop,1988
Ninja Vengeance,1993
No hagas planes con Marga,1988
Norman's Awesome Experience,1988
¿Nos traicionará el presidente?,1988
Not Since Casanova,1988
Not of This Earth,1988
Women's Prison,1988
The Bengali Night,1988
La nuit avec Hortense,1988
La nuit de l'océan,1992
Nunca estuve en Viena,1989
Lumberjacking,1988
Cinema Paradiso,1988
Nyitott ablak,1988
"O rany, nic sie nie stalo",1987
L'oeuvre au noir,1988
Off Limits,1988
Oliver & Company,1988
On Our Own,1988
One Month Later,1988
Wuthering Heights,1988
The Eye Above the Well,1988
Open Fire,1989
Opowiesc Harleya,1988
Options,1989
L'orchestre rouge,1989
Fine Gold,1989
"Osen, Chertanovo...",1989
Tora-san's Salad-Day Memorial,1988
The Other Crime,1988
Ottsy,1989
Otto - Der Neue Film,1987
The Bear,1988
Bagdad Cafe,1987
Out of the Dark,1988
The Outside Chance of Maximilian Glick,1988
To the Knowledge of Your Beloved,1989
PS sista sommaren,1988
Paap Ka Ant,1989
Pacto de sangre,1987
Paganini Horror,1988
Pai dang chuang qing guan,1985
Smokescreen,1988
Pan Tau - Der Film,1988
Panda monogatari,1988
Pantarej,1988
Caged in Paradiso,1989
Little Bird of Happiness,1988
Paris by Night,1988
Party Line,1988
Pascali's Island,1988
A Man of Passion,1989
Pasodoble,1988
Los pasos de Ana,1991
Pass the Ammo,1987
Welcome to Germany,1988
Obsession: A Taste for Fear,1987
Patti Rocks,1988
Patty Hearst,1988
Paul Gauguin: The Savage Dream,1988
Three Sisters,1988
Payback,1990
La peau et les os,1988
Thick Skinned,1989
Tall Stories,1988
Penelopy,1989
The Penitent,1988
People's Police,1988
Pered rassvetom,1989
The Perfect Model,1988
Perfect Victims,1988
Périgord noir,1989
Permanent Record,1988
Pestalozzis Berg,1989
Pestonjee,1988
La petite amie,1988
The Doublecross,1988
Pflichtfilm,1988
Phantasm II,1988
The Philosopher,1989
Where's Officer Tuba?,1986
The Rogues,1987
Picasso Trigger,1988
The Little Devil,1988
Piec kobiet na tle morza,1987
Pin,1988
Piravi,1989
Urinal,1988
Plain Clothes,1988
Plain Talk & Common Sense,1987
Platoon Leader,1988
Pledge Night,1988
El poder de la venganza,1988
Pohjanmaa,1988
Little Sweetheart,1988
Police Academy 5: Assignment: Miami Beach,1988
Polizei,1988
Poltergeist III,1988
Polyot ptitsy,1989
Les portes tournantes,1988
Pound Puppies and the Legend of Big Paw,1988
Powaqqatsi,1988
Power of Love,1988
The Presidio,1988
Preuve d'amour,1988
Prezumptsiya nevinovnosti,1988
Prime Evil,1988
Primo Baby,1990
The Prince of Pennsylvania,1988
Prison,1987
Women in Prison,1988
Private Affairs,1988
Prodleniye roda,1989
Profundo,1988
Proisshestviye v Utinoozyorske,1988
Cross My Heart,1987
Promised Land,1987
Promises to Keep,1988
Summer Temptations,1988
Psycho Cop,1989
Pulse,1988
Pumpkinhead,1988
Punar Milan,1988
Punchline,1988
Purgatory,1988
Purple People Eater,1988
The Pursuit of Happiness,1988
"Pust ya umru, Gospodi...",1989
Puta misèria!,1989
Pigmalione 88,1988
Qayamat Se Qayamat Tak,1988
Painted Faces,1988
Fury,1988
How to Pick Girls Up,1988
High Frequency,1988
Rat Man,1988
A Few Days with Me,1988
Qun long duo bao,1988
Der Radfahrer von San Cristóbal,1988
I ragazzi di via Panisperna,1988
Karate Warrior 2,1988
The Raggedy Rawney,1988
Dial Help,1988
Rain Man,1988
Ram-Avtar,1988
Rambo III,1988
Rami og Julie,1988
Rampage,1987
"Raz, dva - gore ne beda",1988
Abunômaru: Ingyaku,1988
Red Heat,1988
Directed by Andrei Tarkovsky,1988
Reis zonder einde,1988
The Rejuvenator,1988
Rembrandt Laughing,1989
They Call Me Renegade,1987
Reno's Kids: 87 Days + 11,1987
Rent-a-Cop,1987
Rented Lips,1987
Resan,1987
The Rescue,1988
Rezerva la start,1988
Retribution,1987
Return from the River Kwai,1989
Return of the Killer Tomatoes!,1988
Return of the Living Dead II,1988
Return to Prestcold,1988
Return to Snowy River,1988
Retén de mujeres,1988
Revenge of the Ninja,1984
Rikky and Pete,1988
Rituals,1989
Robinson's Garden,1987
Robowar,1988
Rock and the Money-Hungry Party Girls,1988
Rocket Gibraltar,1988
The Keepers of the Fog,1988
Rokovaya oshibka,1989
The Story of Fausta,1988
Rondeau,1988
Rorret,1988
Yuan nu,1988
Rozkoszna dziewczyna,1988
Running on Empty,1988
Råttornas vinter,1988
Rødtotterne og Tyrannos,1988
S.O.S. - Swedes at Sea,1988
Sagarmatha,1988
Sagolandet,1988
Sailors Don't Cry,1990
Les saisons du plaisir,1988
Sakura-tai Chiru,1988
Salaam Bombay!,1988
Salome's Last Dance,1988
Salsa,1988
"Couples, Couples, Couples",1988
Heart to Hearts,1988
Sanguines,1988
Sans peur et sans reproche,1988
Summer Thefts,1988
Satisfaction,1988
Saturday the 14th Strikes Back,1988
Savage Justice,1988
Savannah,1988
Goodbye to the Girls,1987
Scarecrows,1988
Scavengers,1988
Die Schauspielerin,1988
Schmetterlinge,1988
"Schodami w góre, schodami w dól",1988
School Daze,1988
Der Schuh des Patriarchen,1988
Crime and Punishment,2002
Ein Schweizer namens Nötzli,1988
Schön war die Zeit,1988
Screwball Hotel,1988
Scrooged,1988
Search and Destroy,1988
El secreto de Romelia,1988
El secreto,1988
The Serpent and the Rainbow,1988
Seven Hours to Judgment,1988
The Seventh Sign,1988
Severance,1988
Sexpot,1990
A Very Old Man with Enormous Wings,1988
Fatal Love,1988
Shadow Dancing,1988
The Shadowed Mind,1988
Shadowman,1988
Shadows in the Storm,1988
Message from the Future,1989
Shakedown,1988
Leung seung ching yuen,1993
Maybe Some Other Time,1988
She's Having a Baby,1988
Shigatsu kaidan,1988
Shirak,1988
Shoot to Kill,1988
Short Circuit 2,1988
I Am Sorry,1989
Double Fattiness,1988
Shut,1988
Si qian jin,1988
The Silence at Bethany,1988
Silent Assassins,1988
Simpáticos degenerados,1988
Sinatra,1988
From Russia with Rock,1988
De sista skidåkarna,1988
The Sisterhood,1988
The Yuppie Fantasia,1989
Emma's Shadow,1988
Slaughterhouse Rock,1987
Sleepaway Camp II: Unhappy Campers,1988
Sleepaway Camp III: Teenage Wasteland,1989
Slipping Into Darkness,1988
Sluga,1989
Smart Money,1986
Smerch,1989
Snack Bar Budapest,1988
"Soha, sehol, senkinek!",1988
Ein Sohn aus gutem Hause,1989
Soldadito español,1988
A Soldier's Tale,1989
Soltana,1988
Una ombra en el jardí,1989
Summer,1988
Sonata marymoncka,1988
Sone Pe Suhaaga,1988
Soorma Bhopali,1988
The Lead,1989
Sorority Babes in the Slimeball Bowl-O-Rama,1988
Sortis de route,1989
Too Beautiful to Die,1988
Soursweet,1988
South of Reno,1988
Souvenir,1988
Space Mutiny,1988
Spasyonnomu - ray,1988
Spellbinder,1988
Spellcaster,1988
Spies Inc.,1992
Spike of Bensonhurst,1988
Splendor,1989
Split Decisions,1988
The Vanishing,1988
Starlight: A Musical Movie,1988
Stars and Bars,1988
Stars in Broad Daylight,1988
Stealing Heaven,1988
Stealing Home,1988
"Steeps, Leaps & Powder",1988
Stek,1988
Stela,1990
Sternberg - Shooting Star,1989
Sticky Fingers,1988
Still Life: The Fine Art of Murder,1990
Stormy Monday,1988
Strike of the Panther,1988
Strul,1988
Subcutan,1988
The Suicide Club,1987
The Suitors,1988
A Summer Story,1988
Summertime Blues,1988
Sunset,1988
Super Xuxa Contra o Baixo Astral,1988
Supysaua,1988
Suéltate el pelo,1988
Svetlaya lichnost,1989
Sweet Hearts Dance,1988
Sweet Lies,1987
Sweetwater,1988
Switching Channels,1988
Sábado legionario,1988
A Year Goes By,1988
A Sétima Letra,1989
T4 - Hartheim 1 - Sterben und Leben im Schloß,1988
Tabataba,1988
Turning Table,1988
Tabu,1988
Taffin,1988
Tainted,1987
Take Two,1987
The Tale of Ruby Rose,1987
Tales from the Gimli Hospital,1988
Talk Radio,1988
Talking to Strangers,1988
Tango Bar,1987
To Miss with Love,1992
Tapeheads,1988
A Taste of Hemlock,1989
Taxi Killer,2022
Tiger Cage,1988
Teen Vamp,1989
Tokyo: The Last Megalopolis,1988
The Telephone,1988
The Spell,1987
Tequila Sunrise,1988
Terre sacrée,1988
The Terror Within,1989
El tesoro,1988
Le testament d'un poète juif assassiné,1987
Testimony,1987
Tetsuo: The Iron Man,1989
Tezaab,1988
Thank You Satan,1989
They Live,1988
The Thin Blue Line,1988
Things Change,1988
Thrilled to Death,1988
Gunmen,1988
Tichy spolecnik,1989
Tiger Warsaw,1988
Back to Ararat,1988
Time Out,1988
A Time of Destiny,1988
"Titánia, Titánia, avagy a dublörök éjszakája",1988
To Kill A Priest,1988
Tokyo Pop,1988
Tommy Tricker and the Stamp Traveller,1988
My Neighbor Totoro,1988
Gangs,1988
Top Line,1988
Landscape in the Mist,1988
Torch Song Trilogy,1988
Tougher Than Leather,1988
Tous les nuages sont des horloges,1988
Track 29,1988
Tragediya v stile rok,1989
La trasgressione,1987
La travestie,1988
Traxx,1988
Treffen in Travers,1988
Treno di panna,1988
Trinadtsatyy apostol,1988
Three Seats for the 26th,1988
Troma's War,1988
Trostgasse 7 - eine Kindheit in Wien 1934-1938,1988
Three Less Me,1988
Tucker: The Man and His Dream,1988
The Retired General,1988
Tupla-Uuno,1988
Twice Dead,1988
Twins,1988
Twister,1989
Two Brothers Running,1988
Two Moon Junction,1988
Two to Tango,1989
Técnicas de duelo: Una cuestión de honor,1988
U2: Rattle and Hum,1988
Ubit drakona,1988
The Unbearable Lightness of Being,1988
Unde esti copilarie?,1988
Graveyard Shift II,1989
Story of Women,1988
A Tale of the Wind,1988
Une nuit à l'Assemblée Nationale,1988
The Unholy,1988
L'union sacrée,1989
Unmasked Part 25,1988
The Unnamable,1988
Der Untergang des goldenen Webstuhls,1993
Up Your Alley,1989
The Uppercrust,1981
The Pursuit of Happiness,1988
Urgences,1988
Urusei Yatsura 5: The Final Chapter,1988
Uttar Dakshin,1987
Vacanta cea mare,1988
Vadon,1989
"Vam chto, nasha vlast ne nravitsya?!",1989
Vampire at Midnight,1987
The Time of the Wolf,1988
Vatanyolu,1989
Katinka,1988
Velvet Dreams,1988
Veneno que tú me dieras,1989
Venus 90,1988
The Venus Trap,1988
Veverka a kouzelna musle,1988
Vibes,1988
Vice Academy,1989
Vice Versa,1988
Vicious!,1988
Victim of the Brain,1988
Viktorija,1988
Life Is a Long Quiet River,1988
Viento de cólera,1989
Vijay,1988
Vila Orhideja,1988
Viper,1988
Paradise Bungalows,1987
The Witches' Sabbath,1988
Vita da cane,1992
Solovky Power,1988
Il volpone,1988
Voyage of the Rock Aliens,1984
Time of Violence,1988
Vroeger is dood,1987
Vroom,1990
El vuelo de la paloma,1989
"Vy chyo, starichyo?",1988
Die Wahrheit über die Schweizer Epidemie,1988
Walker,1987
Walking After Midnight,1988
Waller's Last Trip,1989
On the Run,1988
Waqt Ki Awaz,1988
War Requiem,1989
Warbirds,1988
Warlords,1988
Warm Nights on a Slow Moving Train,1987
The Warrior and the Blind Swordsman,1983
Was geht mich der Frühling an,1989
The Wash,1988
Watchers,1988
Waxwork,1988
We Think the World of You,1988
Wer fürchtet sich vorm schwarzen Mann,1989
White Ghost,1988
Whiteforce,1988
Who Framed Roger Rabbit,1988
Who Killed Vincent Chin?,1987
Vienna Is Different: 50 Years After the Anschluss,1989
Wildfire,1988
Willow,1988
Witchery,1989
Without a Clue,1988
The Wizard of Loneliness,1988
Wo ai tai kong ren,1988
Wohin?,1988
The Wolves of Willoughby Chase,1989
As Tears Go By,1988
Working Girl,1988
A World Apart,1988
World Gone Wild,1987
The Wrong Guys,1988
Centipede Horror,1982
Mistaken Identity,1988
Midnight Angel,1990
Edge of Darkness,1988
Blood Ritual,1989
School on Fire,1988
Ya no va más,1988
Ghost Nursing,1982
Rock Kids,1988
Yasemin,1988
Yateem,1988
Yellow River Fighter,1988
One Husband Too Many,1988
Yolki-palki,1988
You Can't Hurry Love,1988
Love Me & My Dad,1988
Young Einstein,1988
Young Guns,1988
Young Toscanini,1988
Cherry Blossoms,1988
"Moon, Star & Sun",1988
The Soloist,1988
Forgotten Tune for the Flute,1987
Zai jian ying xiong,1988
Zamknac za soba drzwi,1988
Zan Boko,1988
Zanzibar,1989
Zapretnaya zona,1988
Canary Yellow,1989
Zbabelec,1990
Zelly and Me,1988
Zhan long,1989
Zhena kerosinshchika,1989
Last Eunuch in China,1987
Spy Games,1989
Born to Defense,1988
Zimmer 36,1988
Zits,1988
Zivot sa stricem,1988
Zombie 3,1988
The Crazy Companies,1988
Outlaw Brothers,1990
Lovable Zanies II,1988
flüstern & SCHREIEN,1988
Straight for the Heart,1988
Door on the Left as You Leave the Elevator,1988
À notre regrettable époux,1988
Århus by night,1989
Éhes ingovány,1988
Ballet,1989
The Student,1988
El último guateque II,1988
Foreign Nights,1989
The 'Burbs,1989
100 Jahre Adolf Hitler - Die letzte Stunde im Führerbunker,1989
1939,1989
2 Phantasien,1989
300 Miles to Heaven,1989
Deadly Games,1989
Town Musicians of Bremen,1989
80cm 5t,1989
84C MoPic,1989
A Wopbobaloobop a Lopbamboom,1989
About That Strange Girl,1989
"Water, Wind, Dust",1989
Aag Se Khelenge,1989
Abhimanyu,1989
Abrahams Gold,1990
The Abyss,1989
Torrents of Spring,1989
Action U.S.A.,1989
Nightmare in Venice,1989
Ada in the Jungle,1988
Adam Clayton Powell,1989
The Adventures of Baron Munchausen,1988
Affetti speciali,1989
"Luisa, Carla, Lorenza e... le affettuose lontananze",1989
African Express,1990
African Timber,1989
After Midnight,1989
After School,1988
Afternoon When Flowers Fell,1989
Against the Innocent,1989
Agneekaal,1990
Agni Nakshatram,1989
"Come, Come, Come Upwards",1989
Al Andalus,1989
Das Alaska Syndrom,1992
"Alice erfindet ein kleines Spiel, das Alice gewinnt",1989
Alien from the Deep,1989
Alienator,1990
All Dogs Go to Heaven,1989
All das All,1989
All's Fair,1989
God's Will,1989
Als die Liebe laufen lernte: 2. Teil,1989
